Artikelnummer;Beskrivning;Artikel ersatt av;Artikel har utgått;Cirkapris exkl.moms;Gammalt Klippo,Gardena nr;EAN kod;
582 16 37-01;ARM;;0;193.6;;7391736205948;
582 16 40-01;REMHJUL;;0;415.2;;7391736205955;
582 16 41-01;BRICKA;;0;84.8;;7391736205962;
582 16 42-01;TÄTNINGSSATS;;0;681.6;;7391736205979;
582 16 43-01;AXEL KPL.;;0;654.4;;7391736206013;
582 16 44-01;AXEL;;0;509.6;;7391736206020;
582 16 73-01;COVER PLATE;;0;135.2;09833-00.640.01;7391736328722;
582 16 80-01;COVER FRONT;;0;41.6;09833-00.600.05;7391736328500;
582 16 80-02;COVER FRONT;;0;41.6;09835-00.600.03;7391736515764;
582 16 81-01;COVER;;0;37.6;09833-00.600.06;7391736328517;
582 16 81-02;COVER;;0;39.2;09835-00.600.04;7391736328746;
582 16 82-01;GUARD;;0;55.2;09833-00.600.07;7391736328524;
582 16 83-01;COVER, GRIP;;0;46.4;09833-00.600.08;7391736328531;
582 16 85-01;LEVER;;0;20.8;09833-00.600.09;7391736328548;
582 16 86-01;LEVER;;0;36.8;09833-00.600.10;7391736329156;
582 16 87-01;TRIGGER;;0;46.4;09833-00.600.11;7391736328555;
582 16 88-01;BLADE SHEATH 50;;0;72.0;09833-00.600.12;7391736328562;
582 16 89-01;CONNECTING ROD;;0;27.2;09833-00.600.13;7391736328579;
582 16 92-01;WASHER;;0;14.4;09833-00.600.16;7391736328586;
582 16 93-01;SPRING;;0;17.6;09833-00.600.17;7391736328593;
582 16 94-01;SPRING;;0;20.8;09833-00.600.18;7391736328609;
582 16 95-01;CABLE POWER CORD;;0;195.2;09833-00.600.19;7391736328616;
582 16 97-01;TERMINAL BLOCK;;0;24.8;09833-00.600.21;7391736328623;
582 17 04-01;CHIN STRAP HELMET H200, H300;;0;63.2;;7391736206150;
582 17 07-01;BLADE SHEATH 55;;0;78.4;09834-00.600.01;7391736328739;
582 17 40-01;LUFTFILTER KÅPA;;0;137.6;;7391736206310;
582 17 45-01;GUARD;;0;56.8;09835-00.600.05;7391736328753;
582 17 46-01;BLADE SHEATH 65;;0;207.2;09835-00.600.06;7391736328760;
582 17 65-01;REMHJUL;;0;720.0;;7391736207492;
582 17 86-01;VAJERSTYRNING;;0;357.6;;7391736207607;
582 17 88-01;REMHJUL;;0;329.6;;7391736207614;
582 17 89-01;REMSKIVA;;0;265.6;;7391736207621;
582 17 93-01;CARBURETTOR AREA BASE ASSY;;0;92.0;;7391736207652;
582 17 95-01;TÄTNING;;0;50.4;;7391736207942;
582 17 96-01;TÄTNING;;0;40.8;;7391736207959;
582 18 10-01;SNABBLADDDARE QC40;;0;551.2;09845-20;4078500022699;
582 18 39-01;SPRING;;0;20.8;09833-00.630.07;7391736549998;
582 18 81-01;KYLARE;;0;5200.0;;7391736208215;
582 18 89-01;KABLAGE;;0;173.6;;7391736208253;
582 19 08-01;LYFTARM;;0;490.4;;7391736208383;
582 19 12-01;ANTI-SCALP HJUL KIT;;0;1112.0;;7391736208468;
582 19 21-01;KABEL;;0;189.6;;7391736208512;
582 19 21-02;WIRE;;0;183.2;;7391736208529;
582 19 26-01;KLIPPDÄCK, BLAD, 55;;0;553.6;;7391736355933;
582 19 27-01;DISTANS KLIPPDÄCK 55;;0;18.4;;7391736355940;
582 19 28-01;BRICKA UNDER KLIPPDÄCK;;0;44.0;;7391736355957;
582 19 29-01;KOMPLETT KLIPPDÄCK 55;;0;800.0;;7391736208536;
582 19 31-01;KOPPLING KOMPLETT;;0;329.6;;7391736385152;
582 19 39-01;PUMP BASE DW;;0;231.2;01665-00.610.06;7391736324359;
582 19 41-01;COVER;;0;46.4;01665-00.610.01;7391736324366;
582 19 42-01;TRANSMISSION;;0;2288.0;;7391883961780;
582 19 43-01;NUT M8;;0;13.6;01661-00.620.01;7391736324373;
582 19 49-01;TURBINE;;0;112.0;01661-00.620.21;7391736324380;
582 19 50-01;SEALING;;0;16.8;01661-00.620.11;7391736324397;
582 19 82-01;HÖJDJUSTERING;;0;273.6;;7391736209175;
582 19 90-01;FÄSTE;;0;113.6;;7391736209205;
582 20 33-01;FÖRGASARE KOMPLETT;;0;547.2;;7391736360784;
582 20 34-01;CARBURETTOR 40CC;;0;616.0;;7391736360791;
582 20 44-01;NEW POS-MEDIA DISPLAY;;0;0.01;;7391736209755;
582 20 74-45;BAR X-FORCE 12" 3/8" MINI 1.1;;0;359.2;;7391736210300;
582 20 74-52;BAR X-FORCE 14" 3/8" MINI 1.1;;0;423.2;;7391736210324;
582 20 76-45;BAR X-FORCE 12" 3/8" MINI 1.3;;0;359.2;;7391736210355;
582 20 76-52;BAR X-FORCE 14" 3/8" MINI 1.3;;0;423.2;;7391736210362;
582 20 76-56;BAR X-FORCE 16" 3/8" MINI 1.3;;0;519.2;;7391736210379;
582 21 33-01;SKRUV;;0;4.8;;7391736211734;
582 21 42-01;LED LAMPA;;0;80.8;;7391736211710;
582 21 70-01;LÄNK;;0;65.6;;7391736325516;
582 21 80-01;PARALLELLSTAG;;0;308.0;;7391736211833;
582 21 97-01;CLUTCH;;0;2936.0;;7392930155268;
582 22 14-01;WASHER;;0;14.4;09833-00.625.03;7391736328685;
582 22 15-01;SCREW M4X10;;0;8.8;09833-00.625.04;7391736328692;
582 22 16-01;PLÅT;;0;134.4;;7391736212885;
582 22 73-01;JACKET  WINTER JACKET MAN - SM;;0;400.0;;7391736218139;
582 22 73-02;JACKET  WINTER JACKET MAN M -;;0;400.0;;7391736218382;
582 22 73-03;JACKET  WINTER JACKET MAN L -;;0;400.0;;7391736218399;
582 22 73-04;JACKET  WINTER JACKET MAN XL -;;0;400.0;;7391736218405;
582 22 73-05;JACKET  WINTER JACKET MAN XXL;;0;400.0;;7391736218412;
582 22 73-06;JACKET  WINTER JACKET MAN XXXL;;0;400.0;;7391736218429;
582 22 74-01;UNION NUT;;0;21.6;01661-00.600.41;7391736324403;
582 22 75-01;CONNECTOR 1";;0;20.8;01661-00.600.46;7391736324410;
582 22 76-01;CONNECTOR 1,25";;0;24.0;01661-00.600.51;7391736324427;
582 22 77-01;THREADED CONNECTOR G1;;0;20.8;01661-00.600.36;7391736324434;
582 22 82-01;HANDLE;;0;90.4;01661-00.600.61;7391736324441;
582 22 83-01;PUMP BASE CW;;0;222.4;01661-00.620.26;7391736324458;
582 22 86-01;JACKET  SPORT JACKET LADY  XS/;;0;400.0;;7391736218047;
582 22 86-02;JACKET  SPORT JACKET LADY S/36;;0;400.0;;7391736218054;
582 22 86-03;JACKET  SPORT JACKET LADY M/38;;0;400.0;;7391736218061;
582 22 86-04;JACKET  SPORT JACKET LADY L/40;;0;400.0;;7391736218078;
582 22 86-05;JACKET  SPORT JACKET LADY XL/4;;0;400.0;;7391736218085;
582 22 87-01;BRACKET;;0;41.6;05032-00.600.02;7391736324595;
582 22 88-01;JACKET  SPORT JACKET MEN S - S;;0;400.0;;7391736218092;
582 22 88-02;JACKET  SPORT JACKET MEN - MED;;0;400.0;;7391736218184;
582 22 88-03;JACKET  SPORT JACKET MEN L - L;;0;400.0;;7391736218191;
582 22 88-04;JACKET  SPORT JACKET MEN XL -;;0;400.0;;7391736218207;
582 22 88-05;JACKET  SPORT JACKET MEN XXL -;;0;400.0;;7391736218214;
582 22 88-06;JACKET XXXL SPORT JACKET MEN X;;0;400.0;;7391736218665;
582 22 90-01;STÖTDÄMPARE, VÄNSTER;;0;136.0;;7391736213233;
582 22 90-02;STÖTDÄMPARE, HÖGER;;0;148.8;;7391736213752;
582 22 91-01;JACKET  WINTER JACKET LADY XS/;;0;400.0;;7391736218122;
582 22 91-02;JACKET  WINTER JACKET LADY S/3;;0;400.0;;7391736218597;
582 22 91-03;JACKET M/38 WINTER JACKET LADY;;0;400.0;;7391736218603;
582 22 91-04;JACKET  WINTER JACKET LADY L/4;;0;400.0;;7391736218610;
582 22 91-05;JACKET XL/42 WINTER JACKET LAD;;0;400.0;;7391736218627;
582 22 93-01;SPACER;;0;56.8;05032-00.600.03;7391736324601;
582 22 94-01;WHEEL FRONT DIA 140MM X 35MM W;;0;71.2;05032-00.600.04;7391736324618;
582 22 95-01;WHEEL REAR DIA 160MM X 40MM WI;;0;121.6;05032-00.600.05;7391736324625;
582 23 07-01;MOTOR 1200W;;0;469.6;05032-00.610.53;7391736324939;
582 23 08-01;COVER;;0;23.2;05032-00.610.02;7391736324892;
582 23 10-01;KLIPPO DR 2016 SE;;0;0.01;;7391736213349;
582 23 26-01;SCREW M4X16;;0;8.8;09833-00.600.26;7391736328630;
582 23 31-01;WASHER;;0;16.0;;7391736213776;
582 23 32-01;WASHER;;0;16.0;;7391736213783;
582 23 39-01;BELT LENGTH 416MM;;0;136.0;05032-00.610.54;7391736324946;
582 23 43-01;TORSION SPRING;;0;28.0;05032-00.600.58;7391736324755;
582 23 45-01;GEAR WHEEL;;0;38.4;05032-00.600.07;7391736324632;
582 23 48-01;HEIGHT ADJUSTER ASSY;;0;230.4;05032-00.620.00;7391736324977;
582 23 51-01;WASHER 16 X 4.5 X 1;;0;17.6;05032-00.600.52;7391736324724;
582 23 58-01;TORSION SPRING;;0;36.8;05032-00.600.59;7391736324762;
582 23 59-01;PIVOT PIN;;0;8.8;05032-00.600.09;7391736324649;
582 23 60-01;FILTER;;0;20.8;05032-00.600.60;7391736324779;
582 23 62-01;COVER;;0;123.2;05032-00.600.10;7391736324656;
582 23 63-01;REM CLEARCUT 54;;0;528.0;;7391736214001;
582 23 66-01;KNOB HEIGHT ADJUSTMENT;;0;61.6;05032-00.600.11;7391736324663;
582 23 88-01;COVER;;0;104.8;05032-00.630.01;7391736324984;
582 23 93-01;COVER, HANDLE LOWER;;0;120.8;05032-00.630.02;7391736324991;
582 23 94-01;TRIGGER;;0;36.8;05032-00.630.03;7391736325004;
582 23 97-01;COVER HANDLE UPPER;;0;126.4;05032-00.630.04;7391736325011;
582 23 99-01;BUTTON;;0;28.0;05032-00.630.05;7391736325028;
582 24 00-01;CABLE CLAMP;;0;18.4;05032-00.600.12;7391736324670;
582 24 03-01;SAFETY FLAP;;0;182.4;05032-00.600.13;7391736324687;
582 24 04-01;SPRING;;0;28.8;05032-00.600.64;7391736324786;
582 24 10-01;FILTER;;0;20.8;05032-00.640.50;7391736325080;
582 24 12-01;GRASS BOX;;0;212.0;05032-00.600.14;7391736324694;
582 24 13-01;CHUTE;;0;87.2;05032-00.600.15;7391736324700;
582 24 14-01;LID GRASS BOX ASSY;;0;223.2;05032-00.650.00;7391736325097;
582 24 17-01;HANDLE, GRASSBOX;;0;66.4;05032-00.650.03;7391736325141;
582 24 20-01;WING KNOB ASSY;;0;36.8;05032-00.660.00;7391736325158;
582 24 46-01;KONSOL ASSY K46;;0;3464.0;;7391736214551;
582 24 46-02;KONSOL ASSY K46;;0;3464.0;;7391736214568;
582 24 50-01;COVER ASSY.;;0;313.6;01559-00.631.00;7391736455022;
582 24 53-01;WING KNOB ASSY;;0;25.6;05032-00.670.00;7391736325165;
582 24 88-01;CUTTING DISPLAY NEUTRAL;;0;0.01;47404-32;4078500022842;
582 24 89-01;FAN;;0;179.2;05033-00.600.01;7391736325172;
582 24 91-01;MOTOR ASSY 400W;;0;856.0;05033-00.610.00;7391736325202;
582 24 93-01;COVER;;0;77.6;05033-00.630.01;7391736325226;
582 24 94-01;COVER;;0;26.4;05033-00.630.02;7391736325233;
582 24 96-01;FRONT COVER;;0;155.2;05033-00.640.01;7391736325257;
582 24 97-01;KNOB BATTERY;;0;28.8;05033-00.600.18;7391736325189;
582 25 00-01;BATTERY LID;;0;188.0;05033-00.640.04;7391736325271;
582 25 02-01;PIN;;0;15.2;05032-00.631.00;7391736325066;
582 25 03-01;SWITCH;;0;126.4;05032-00.630.50;7391736325035;
582 25 04-01;CAPACITOR;;0;18.4;05032-00.630.51;7391736325042;
582 25 05-01;CABLE;;0;88.0;05032-00.632.00;7391736325073;
582 25 06-01;CABLE;;0;92.8;05033-00.631.00;7391736325240;
582 25 08-01;SPRING;;0;28.8;05033-00.640.52;7391736325288;
582 25 14-01;VALVE ASSY;;0;39.2;08153-00.621.00;7391736284554;
582 25 65-01;BOLT M6 X 50;;0;21.6;05032-00.600.66;7391736324793;
582 25 67-01;CLAMP CLIP CABLE;;0;18.4;05032-00.600.17;7391736324717;
582 25 68-01;SCREW STM4 X 16;;0;7.2;05032-00.600.53;7391736550109;
582 25 69-01;WASHER STARLOCK 10MM;;0;14.4;05034-00.600.54;7391736325417;
582 25 70-01;BEARING 24 X 9 X 7 SMALL 609;;0;72.0;05032-00.610.50;7391736324908;
582 25 71-01;BEARING 32 X 15 X 9 BIG 6002;;0;98.4;05032-00.610.51;7391736324915;
582 25 73-01;CIRCLIP 9MM;;0;14.4;05032-00.610.52;7391736324922;
582 25 74-01;SCREW STM5 X 20  T20;;0;10.4;05032-00.610.55;7391736324953;
582 25 75-01;BOLT M8*20 8.8;;0;25.6;05032-00.600.56;7391736324748;
582 25 94-01;WASHER DIA 18MM - PAPER;;0;7.2;05032-00.610.56;7391736324960;
582 25 96-01;ELECTRONIC;;0;681.6;05033-00.620.00;7391736325219;
582 26 02-01;CONTACT PLUG;;0;11.2;05033-00.640.02;7391736325264;
582 26 11-01;SWITCH MSB-1230 (30A);;0;132.0;05033-00.641.53;7391736325295;
582 26 17-01;TRYCKFJÄDER;;0;118.4;;7391736216548;
582 26 18-01;HÖJDJUSTERARE, 21EFF, HÖGER BA;;0;286.4;;7391736216555;
582 26 18-02;HÖJDJUSTERARE, 21EFF, VÄNSTER;;0;285.6;;7391736216562;
582 26 19-01;DEFLEKTOR;;0;171.2;;7391736216579;
582 26 43-01;DECK;;0;448.8;05034-00.600.01;7391736325325;
582 26 47-01;HUB CAP FRONT DIA 140MM;;0;45.6;05034-00.600.02;7391736325332;
582 26 48-01;HUB CAP REAR DIA 160MM;;0;50.4;05034-00.600.03;7391736325356;
582 26 52-01;MOTOR 1400W;;0;472.8;05034-00.610.50;7391736325431;
582 26 58-01;KNOB;;0;35.2;05034-00.620.02;7391736325530;
582 26 60-01;SPRING;;0;22.4;05034-00.620.50;7391736325554;
582 26 67-01;GRASSBOX LEFT;;0;171.2;05034-00.600.04;7391736325370;
582 26 70-01;GRASSBOX RIGHT;;0;172.0;05034-00.600.05;7391736325387;
582 26 71-01;HANDLE LOWER;;0;232.0;05034-00.600.53;7391736325394;
582 26 72-01;WING KNOB ASSY;;0;43.2;05034-00.630.00;7391736325608;
582 27 01-08;PUMPDREV;;0;48.8;;7391736243568;
582 27 24-01;SKRUV;;0;19.2;;7391736459853;
582 27 25-01;WHEEL GREY;;0;240.0;;7391736217972;
582 27 25-02;WHEEL BLACK;;0;276.0;;7391736218108;
582 27 25-03;WHEEL ORANGE;;0;276.0;;7391736218115;
582 27 60-01;COVER REAR WHEEL;;0;129.6;;7391736217958;
582 27 63-01;SQUARE NUT M4;;0;17.6;09833-00.600.30;7391736328654;
582 27 75-01;KÅPA, HÖGER;;0;467.2;;7391736217989;
582 27 76-01;KÅPA, VÄNSTER;;0;512.8;;7391736217996;
582 28 01-01;BAR ASSY 14" MCCULLOCH;;0;384.0;;7391736218290;
582 28 02-01;HJUL;;0;240.0;AM420,430,450;7391736218306;
582 28 02-02;HJUL SVART;;0;276.0;;7391736218313;
582 28 02-03;HJUL ORANGE;;0;276.0;;7391736218320;
582 28 43-01;CRANK;;0;70.4;00436-00.600.68;7391736551465;
582 28 50-50;AIR FILTER B&S 594201;;0;191.2;594201;7391883987681;
582 28 50-82;AIR FILTER B&S 793569;;0;257.6;793569;7392930141612;
582 28 52-01;FÖRGASARRUMSBOTTEN;;0;103.2;;7392930131101;
582 28 59-01;LUFTMUNSTYCKE;;0;48.8;;7392930131118;
582 28 65-01;MOTOR, ENDURANCE TWIN 18HP EFM;;0;9720.0;;7391736218726;
582 28 69-01;KNIVFÄSTE;;0;194.4;;7391736317580;
582 28 70-01;GASVAJER KOMPLETT;;0;139.2;;7392930305380;
582 28 72-39;GENERATOR B&S 592831;;0;488.0;592831;7392930183513;
582 28 72-41;GENERATOR B&S 592829;;0;396.8;592829;7392930183520;
582 28 75-51;CARBURETTOR B&S 594281;;0;40.8;594281;7392930134690;
582 28 75-90;CARBURETTOR B&S: 798758;;0;264.8;798758;7392930134706;
582 28 75-97;CARBURETTOR B&S 594593;;0;706.4;594593;7392930183537;
582 28 75-98;CARBURETTOR B&S 796997;;0;1160.0;796997;7392930183544;
582 28 77-32;CLAMP B&S 791850;;0;28.8;791850;7392930183551;
582 28 80-17;CRANKSHAFT ASSY B&S 590538;;0;434.4;590538;7392930183568;
582 28 80-22;CRANKSHAFT ASSY B&S 591762;;0;1096.0;596006;7392930183575;
582 28 83-41;FUEL FILTER  B&S 695666;;0;112.8;845125;7392930183582;
582 28 83-63;FUEL FILTER  B&S 394358S;;0;43.2;394358S;7392930183599;
582 28 86-23;GASKET KIT B&S 595350;;0;224.0;595350;7392930183605;
582 28 86-40;GASKET KIT B&S 592174;;0;250.4;592174;7392930183612;
582 28 86-45;GASKET KIT B&S 592173;;0;238.4;592173;7392930183629;
582 28 87-19;SHAFT B&S 592968;;0;137.6;592968;7392930183636;
582 28 87-28;SHAFT B&S 797242;;0;432.0;797242;7392930183643;
582 28 88-06;HEAD CYLINDER B&S 595351;;0;494.4;595351;7392930183650;
582 28 88-90;HOSE ASSY B&S  791851;;0;176.0;791851;7392930183667;
582 28 89-74;IGNITION MODULE  B&S 590454;;0;447.2;590454;7392930183674;
582 28 90-90;WOODRUFF KEY B&S 222698S;;0;26.4;222698S;7392930134713;
582 28 90-92;WOODRUFF KEY B&S 796335;;0;26.4;796335;7392930183681;
582 29 08-01;DEKAL;;0;108.0;;7391736218948;
582 29 09-01;DEKAL;;0;26.4;;7391736218955;
582 29 10-01;DEKAL;;0;108.0;;7391736218979;
582 29 40-01;BUFFER KV KIT;;0;76.0;;7391736219082;
582 29 59-01;TRANSMISION;;0;6104.0;;7391736219167;
582 29 63-02;BYGEL;;0;224.0;;7392930184640;
582 29 77-01;USB 8 GB;;0;40.0;;7391736219402;
582 30 57-01;DRIVHJUL;;0;317.6;;7391736219549;
582 30 57-02;HJUL, KPL;;0;317.6;;7392930183506;
582 30 68-01;PISTON SET;;0;448.8;;7391736219587;
582 31 02-01;ARM REST RH;;0;872.0;;7391736219716;
582 31 04-01;ARM REST LH;;0;872.0;;7391736219723;
582 31 05-24;GRIPPER  B&S 281505S;;0;32.0;281505S;7392930183698;
582 31 07-98;MUFFLER B&S 590565;;0;135.2;590565;7392930183704;
582 31 07-99;MUFFLER B&S 592362;;0;218.4;592362;7392930183711;
582 31 08-03;MUFFLER B&S 692307;;0;177.6;692307;7392930183728;
582 31 08-54;PURGE  B&S 694394;;0;36.0;694394;7392930183735;
582 31 10-82;PISTON B&S 793519;;0;674.4;793519;7392930183742;
582 31 11-16;PISTON B&S 792023;;0;824.0;792023;7392930183759;
582 31 11-30;PISTON B&S 591975;;0;348.8;591975;7392930183766;
582 31 12-55;PREFILTER B&S 793685;;0;51.2;793685;7392930134720;
582 31 12-61;PREFILTER B&S 796254;;0;38.4;796254;7392930183773;
582 31 12-63;PREFILTER B&S 273638S;;0;88.8;273638S;7392930183780;
582 31 13-62;REGULATOR  B&S 845907;;0;448.8;845907;7392930183797;
582 31 16-66;GEAR ASSY B&S 593935;;0;224.0;593935;7392930183803;
582 31 17-18;SPARK PLUG CAP B&S 692076;;0;47.2;692076;7392930183810;
582 31 23-29;SPACER B&S 590549;;0;29.6;590549;7392930183827;
582 31 23-65;SPARK PLUG CAP B&S 692720;;0;43.2;692720;7392930183834;
582 31 23-66;SPARK PLUG CAP B&S 591868;;0;36.8;591868;7392930183841;
582 31 23-67;SPARK PLUG CAP B&S 792015;;0;48.8;792015;7392930183858;
582 31 23-69;SPARK PLUG CAP B&S 691043;;0;47.2;691043;7392930183865;
582 31 23-71;SPARK PLUG CAP B&S 992300C;;0;20.0;992300;7391883983904;
582 31 25-47;STARTER B&S 497595;;0;1128.0;497595;7392930183872;
582 31 25-73;STARTER HOUSING B&S 497680;;0;484.8;497680;7392930183889;
582 31 25-74;STARTER HOUSING B&S 593958;;0;376.0;593958;7392930183896;
582 31 25-84;STARTER HOUSING B&S 593959;;0;235.2;593959;7392930183902;
582 31 26-05;STARTER PULLEY B&S 498144;;0;165.6;498144;7392930183919;
582 31 28-62;THERMOSTAT B&S 593208;;0;169.6;593208;7392930183926;
582 31 28-64;THERMOSTAT B&S 592581;;0;112.8;592581;7392930183933;
582 31 34-01;MOTOR KOMPLETT BLDC;;0;521.6;;7391736292399;
582 31 35-85;SPARK PLUG CAP B&S 66538S;;0;25.6;66538S;7392930183940;
582 32 33-01;BLADE BELOW;;0;128.0;08702-00.600.31;7391736544849;
582 32 34-01;VÄRMESKYDD;;0;550.4;;7391736220699;
582 32 39-01;HANDLE LOWER KIT;;0;369.6;;7391736220798;
582 32 47-01;T-SHIRT SMALL SMALL 100% COTTO;;0;42.0;;7391736220910;
582 32 47-02;T-SHIRT MEDIUM MEDIUM - 100% C;;0;42.0;;7391736220958;
582 32 47-03;T-SHIRT LARGE LARGE - 100% COT;;0;42.0;;7391736220965;
582 32 47-04;T-SHIRT XL XL - 100% COTTON;;0;42.0;;7391736220972;
582 32 47-05;T-SHIRT  XX-LARGE 100% COTTON;;0;42.0;;7391736220989;
582 32 47-06;T-SHIRT XXXL XXX-LARGE 100% CO;;0;42.0;;7391736221047;
582 32 48-01;T-SHIRT SMALL SMALL 100% COTTO;;0;40.0;;7391736221061;
582 32 48-02;T-SHIRT  MEDIUM 100% COTTON;;0;40.0;;7391736221092;
582 32 48-03;T-SHIRT L LARGE 100% COTTON;;0;40.0;;7391736221108;
582 32 48-04;T-SHIRT  X-LARGE 100% COTTON;;0;40.0;;7391736221115;
582 32 48-05;T-SHIRT XXL XX-LARGE 100% COTT;;0;40.0;;7391736221139;
582 32 48-06;T-SHIRT  XXX-LARGE 100% COTTON;;0;40.0;;7391736221146;
582 32 53-01;JON_SC_SPRING_2016_SE;;0;0.01;;7391736220996;
582 32 97-01;BATTERY 1 ASSY;;0;315.2;08885-00.642.00;7391736418904;
582 32 99-01;BATTERY 3 ASSY;;0;692.0;08898-00.642.00;7391736472180;
582 33 10-46;JACKET TECHNICAL EXTREME S;;0;2632.0;;7391736221887;
582 33 10-50;JACKET TECHNICAL EXTREME M;;0;2632.0;;7391736221894;
582 33 10-54;JACKET TECHNICAL EXTREME L;;0;2632.0;;7391736221900;
582 33 10-58;JACKET TECHNICAL EXTREME XL;;0;2632.0;;7391736221917;
582 33 10-62;JACKET TECHNICAL EXTREME XXL;;0;2632.0;;7391736221924;
582 33 14-46;JACKET FUNCTIONAL S;;0;1080.0;;7391736221931;
582 33 14-50;JACKET FUNCTIONAL M;;0;1080.0;;7391736221948;
582 33 14-54;JACKET FUNCTIONAL L;;0;1080.0;;7391736221955;
582 33 14-58;JACKET FUNCTIONAL XL;;0;1080.0;;7391736221962;
582 33 14-62;JACKET FUNCTIONAL XXL;;0;1080.0;;7391736221979;
582 33 17-46;CHAINSAW TROUSERS F W 20A 46;;0;1432.0;;7391736222013;
582 33 17-60;CHAINSAW TROUSERS F W 20A 60;;0;1432.0;;7391736222082;
582 33 17-62;CHAINSAW TROUSERS F W 20A 62;;0;1432.0;;7391736222099;
582 33 19-50;CHAINSAW TROUSERS F W 24A M;;0;1832.0;;7391736222143;
582 33 19-54;CHAINSAW TROUSERS F W 24A L;;0;1832.0;;7391736222150;
582 33 19-62;CHAINSAW TROUSERS F W 24A XXL;;0;1832.0;;7391736222174;
582 33 20-56;CHAINSAW TROUSERS F C 20A 56;;0;1592.0;;7391736222235;
582 33 20-58;CHAINSAW TROUSERS F C 20A 58;;0;1592.0;;7391736222242;
582 33 20-60;CHAINSAW TROUSERS F C 20A 60;;0;1592.0;;7391736222259;
582 33 20-62;CHAINSAW TROUSERS F C 20A 62;;0;1592.0;;7391736222266;
582 33 21-46;JACKET TECHNICAL S;;0;2072.0;;7391736222273;
582 33 21-50;JACKET TECHNICAL M;;0;2072.0;;7391736222280;
582 33 21-54;JACKET TECHNICAL L;;0;2072.0;;7391736222297;
582 33 21-58;JACKET TECHNICAL XL;;0;2072.0;;7391736222303;
582 33 21-62;JACKET TECHNICAL XXL;;0;2072.0;;7391736222310;
582 33 22-54;CHAINSAW JACKET ARBOR 20 L;;0;2392.0;;7391736222358;
582 33 22-58;CHAINSAW JACKET ARBOR 20 XL;;0;2392.0;;7391736222365;
582 33 27-01;BAND WRISTBAND 3 PCS,WHITE,BLU;;0;6.0;;7391736222457;
582 33 27-02;BAND WRISTBAND 3 PCS, WHITE, B;;0;4.5;;7391736222464;
582 33 31-01;DISTANCE TRANSMISSION;;0;42.4;;7391736222495;
582 33 35-47;CHAINSAW TROUSERS T W 20A S LO;;0;2392.0;;7391736222556;
582 33 35-51;CHAINSAW TROUSERS T W 20A M LO;;0;2392.0;;7391736222563;
582 33 35-59;CHAINSAW TROUSERS T W 20A XL L;;0;2392.0;;7391736222587;
582 33 35-62;CHAINSAW TROUSERS T W 20A XXL;;0;2392.0;;7391736222549;
582 33 36-46;CHAINSAW TROUSERS T C 20A S;;0;2552.0;;7391736222594;
582 33 36-49;CHAINSAW TROUSERS T C 20A M SH;;0;2552.0;;7391736222655;
582 33 36-50;CHAINSAW TROUSERS T C 20A M;;0;2552.0;;7391736222600;
582 33 36-53;CHAINSAW TROUSERS T C 20A L SH;;0;2552.0;;7391736222662;
582 33 36-54;CHAINSAW TROUSERS T C 20A L;;0;2552.0;;7391736222617;
582 33 36-57;CHAINSAW TROUSERS T C 20A XL S;;0;2552.0;;7391736222679;
582 33 36-58;CHAINSAW TROUSERS T C 20A XL;;0;2552.0;;7391736222624;
582 33 36-62;CHAINSAW TROUSERS T C 20A XXL;;0;2552.0;;7391736222631;
582 33 42-01;DISTANSBRICKA;;0;26.4;;7391736222693;
582 33 43-46;JACKET TECHNICAL VENT S;;0;1032.0;;7391736222709;
582 33 43-50;JACKET TECHNICAL VENT M;;0;1032.0;;7391736222716;
582 33 43-54;JACKET TECHNICAL VENT L;;0;1032.0;;7391736222723;
582 33 43-58;JACKET TECHNICAL VENT XL;;0;1032.0;;7391736222730;
582 33 43-62;JACKET TECHNICAL VENT XXL;;0;1032.0;;7391736222747;
582 33 44-46;CHAINSAW TROUSERS TR W 20A S;;0;2552.0;;7391736222754;
582 33 44-50;CHAINSAW TROUSERS TR W 20A M;;0;2552.0;;7391736222761;
582 33 44-54;CHAINSAW TROUSERS TR W 20A L;;0;2552.0;;7391736222778;
582 33 44-58;CHAINSAW TROUSERS TR W 20A XL;;0;2552.0;;7391736222785;
582 33 51-46;JACKET CLASSIC S;;0;583.2;;7391736222921;
582 33 51-50;JACKET CLASSIC M;;0;583.2;;7391736222938;
582 33 51-54;JACKET CLASSIC L;;0;583.2;;7391736222945;
582 33 51-58;JACKET CLASSIC XL;;0;583.2;;7391736222952;
582 33 51-62;JACKET CLASSIC XXL;;0;583.2;;7391736222969;
582 33 58-62;CHAINSAW TROUSERS C W 20A 62;;0;903.2;;7391736223102;
582 33 64-44;CHAINSAW TROUSERS C C 20A 44;;0;1079.2;;7391736223201;
582 33 64-46;CHAINSAW TROUSERS C C 20A 46;;0;1079.2;;7391736223249;
582 33 64-56;CHAINSAW TROUSERS C C 20A 56;;0;1079.2;;7391736223300;
582 33 64-60;CHAINSAW TROUSERS C C 20A 60;;0;1079.2;;7391736223324;
582 33 64-62;CHAINSAW TROUSERS C C 20A 62;;0;1079.2;;7391736223331;
582 33 64-64;CHAINSAW TROUSERS C C 20A 64;;0;1079.2;;7391736223348;
582 33 70-46;JACKET CLASSIC HIGH VIZ S EN20;;0;920.0;;7391736223362;
